"name","long","lat","callret-3","area"
"Tordas",18.7476,47.3437,"2113",1.676e+07
"Tormásliget",16.7773,47.4285,"344",7.53e+06
"Tornabarakony",20.8194,48.4926,"22",8.2e+06
"Tornanádaska",20.7879,48.5582,"616",7.82e+06
"Tornaszentandrás",20.7758,48.5202,"233",1.565e+07
"Tornaszentjakab",20.872,48.5257,"253",2.822e+07
"Torony",16.5371,47.2363,"1591",1.283e+07
"Torvaj",18.0446,46.7701,"244",1.142e+07
"Trizs",20.4955,48.4257,"258",1.025e+07
"Tuzsér",22.1333,48.35,"3373",1.551e+07
"Tyukod",22.55,47.85,"2025",6.222e+07
"Táborfalva",19.4834,47.103,"3448",4.205e+07
"Tác",18.4051,47.0793,"1560",4.569e+07
"Tákos",22.4333,48.15,"411",1.082e+07
"Táp",17.8292,47.5165,"722",1.988e+07
"Tápióbicske",19.6868,47.3622,"3529",4.848e+07
"Tápiógyörgye",19.9541,47.3338,"3780",5.331e+07
"Tápiószecsö",19.5954,47.451,"6162",3.838e+07
"Tápiószentmárton",19.7438,47.3404,"5502",1.0445e+08
"Tápiószölös",19.8536,47.2855,"2928",3.024e+07
"Tápióság",19.6231,47.4035,"2727",3.354e+07
"Táplánszentkereszt",16.6997,47.1973,"2409",2.008e+07
"Tápszentmiklós",17.8521,47.4934,"938",2.078e+07
"Tárkány",18.0037,47.5914,"1625",6.49828e+07
"Tárkány",18.0037,47.5914,"1625",6.499e+07
"Tárnok",18.8585,47.3597,"9427",2.36e+07
"Tárnokréti",17.3167,47.7167,"218",9.54e+06
"Táska",17.5247,46.617,"386",2.598e+07
"Tázlár",19.5167,46.55,"2014",7.338e+09
"Tényö",17.65,47.5333,"1556",2.638e+07
"Tépe",21.5833,47.3167,"1104",2.322e+07
"Tés",18.0271,47.2562,"766",4.903e+07
"Tésa",18.8437,48.0309,"82",4.38e+06
"Tóalmás",19.6679,47.5124,"3375",3.934e+07
"Tófalu",20.2369,47.7761,"576",1.448e+07
"Tófü",18.3667,46.3167,"116",4.34e+06
"Tószeg",20.14,47.0969,"4320",5.917e+07
"Tótvázsony",17.7876,47.0091,"1171",4.25e+07
"Tótújfalu",17.6451,45.9021,"199",1.327e+07
"Tök",18.7333,47.5667,"1398",2.473e+07
"Töltéstava",17.7333,47.6167,"1906",2.317e+07
"Tömörd",16.6751,47.3662,"283",1.536e+07
"Tömörkény",20.0333,46.6167,"1712",5.391e+07
"Törtel",19.9397,47.1215,"4436",8.416e+07
"Törökkoppány",18.0491,46.6012,"441",2.58e+07
"Túristvándi",22.65,48.05,"788",1.522e+07
"Túrony",18.2292,45.9084,"267",9.4e+06
"Türje",17.1053,46.9819,"1774",3.824e+07
"Tüskevár",17.3138,47.1193,"586",1.701e+07
"Udvar",18.6597,45.9043,"179",4.4e+06
"Udvari",18.5116,46.5938,"489",2.765e+07
"Ugod",17.5994,47.3235,"1660",6.279e+07
"Ukk",17.2119,47.0434,"355",1.387e+07
"Und",16.6963,47.4887,"342",6.79e+06
"Uppony",20.4344,48.2151,"358",1.281e+07
"Uraiújfalu",16.9854,47.3722,"890",1.908e+07
"Uszka (village)",22.8667,48.0667,"454",7.36e+06
"Uszód",18.9167,46.5667,"1001",2.446e+07
"Uzsa",17.3334,46.8958,"364",2.024e+07
"Vadosfa",17.1282,47.4991,"85",4.19e+06
"Vajta",18.6649,46.7188,"949",2.343e+07
"Zabar",20.05,48.139,"556",1.817e+07
"Zagyvarékas",20.1333,47.2667,"3440",3.171e+07
"Zagyvaszántó",19.668,47.773,"1985",9.52e+06
"Zala (village)",18.002,46.7404,"243",9.24e+06
"Zalaerdöd",17.1392,47.0564,"314",1.769e+07
"Zalagyömörö",17.2261,47.0178,"482",1.111e+07
"Zalahaláp",17.4571,46.9147,"1164",2.413e+07
"Zalaháshágy",16.6302,46.8868,"378",1.213e+07
"Zalaigrice",17.0097,46.7469,"136",7.73e+06
"Zalameggyes",17.2193,47.0806,"58",2.56e+06
"Zalaszabar",17.1055,46.6409,"605",1.695e+07
"Zalaszegvár",17.2239,47.0992,"140",6.84e+06
"Zalaszentiván",16.9,46.8833,"1075",1.31e+07
"Zalaszentjakab",17.1269,46.4859,"390",7.01e+06
"Zalkod",21.4593,48.1852,"299",1.022e+07
"Zichyújfalu",18.6722,47.1297,"909",1.082e+07
"Zics",17.9833,46.6805,"320",1.501e+07
"Zics",17.9833,46.6833,"320",1.501e+07
"Zics",17.9805,46.6805,"320",1.501e+07
"Zics",17.9805,46.6833,"320",1.501e+07
"Ziliz",20.7929,48.2516,"406",9.25e+06
"Zimány",17.9115,46.4239,"558",1.297e+07
"Zomba",18.5648,46.4117,"2131",5.729e+07
"Zsadány",21.5,46.9167,"1807",6.586e+07
"Zsana",19.6833,46.4167,"875",8.794e+07
"Zsebeháza",17.2,47.5167,"120",4.65e+06
"Zselickisfalud",17.7348,46.2735,"233",2.608e+07
"Zselickislak",17.7974,46.3142,"367",1.039e+07
"Zselicszentpál",17.8217,46.308,"398",1.035e+07
"Zsennye",16.8169,47.1132,"102",5.02e+06
"Zsira",16.678,47.4571,"761",1.468e+07
"Zsombó",19.9833,46.3333,"3331",2.69e+07
"Zsujta",21.2794,48.5001,"203",6.73e+06
"Zsáka",21.4333,47.1333,"1717",7.881e+07
"Zsámbok",19.6071,47.5428,"2407",2.335e+07
"Zsédeny",16.905,47.3418,"215",6.43e+06
"Zubogy",20.5751,48.3784,"596",1.143e+07
"Zádor",17.6591,45.9623,"390",1.522e+07
"Zákány",16.9431,46.2667,"1009",9.09e+06
"Zákányfalu",16.9592,46.2669,"529",7.09e+06
"Zákányszék",19.9167,46.2667,"2800",6.606e+07
"Zámoly",18.4076,47.3177,"2216",4.85e+07
"Zánka",17.6784,46.875,"796",1.955e+07
"Závod",18.415,46.3937,"310",1.291e+07
"Zók",18.0975,46.0097,"297",8.93e+06
"Ábrahámhegy",17.5661,46.8163,"434",1.488e+07
"Ácsteszér",18.006,47.4089,"767",1.773e+07
"Ádánd",18.1534,46.8573,"2107",2.952e+07
"Ág",18.2024,46.2959,"209",1.203e+07
"Ágasegyháza",19.45,46.8333,"1920",5.587e+07
"Ágfalva",16.5169,47.689,"1956",1.308e+07
"Álmosd",21.9833,47.4167,"1653",3.413e+07
"Áporka",19.0167,47.2333,"1142",1.747e+07
"Ároktö",20.9423,47.7308,"1116",4.643e+07
"Árpádhalom",20.55,46.6167,"514",4.52e+07
"Árpás",17.3915,47.5133,"261",1.427e+07
"Ártánd",21.7589,47.1231,"514",1.982e+07
"Ásotthalom",19.7833,46.1987,"3856",1.2254e+08
"Ásványráró",17.4968,47.8313,"1914",3.917e+07
"Ászár",18.0031,47.5095,"1702",1.869e+07
"Áta",18.2985,45.9363,"165",8.09e+06
"Boba",17.1882,47.1818,"846",1.095e+07
"Boconád",20.1881,47.6428,"1274",2.956e+07
"Bocska",16.9085,46.5568,"378",7.38e+06
"Bocskaikert",21.6583,47.6423,"2495",6.8e+06
"Boda",18.0495,46.0803,"420",1.542e+07
"Bodony",20.0219,47.9411,"745",2.897e+07
"Bodrog (village)",17.6606,46.4836,"362",1.478e+07
"Bodrogkeresztúr",21.3597,48.1603,"1109",2.987e+07
"Bogyiszló",18.8312,46.3858,"2274",5.593e+07
"Bogyoszló",17.1863,47.5616,"628",2.621e+07
"Bojt",21.7333,47.2,"608",2.688e+07
"Bokod",18.2481,47.4926,"2276",2.992e+07
"Bokor",19.542,47.9294,"132",6.75e+06
"Boldog",19.6881,47.6031,"3041",2.674e+07
"Boldogköváralja",21.2358,48.338,"1173",2.199e+07
"Boldogköújfalu",21.2415,48.3201,"553",1.098e+07
"Bolhás",17.2701,46.2697,"418",3.143e+07
"Bolhó",17.3038,46.039,"745",2.507e+07
"Bonnya",17.9025,46.5933,"228",1.462e+07
"Bonyhádvarasd",18.4813,46.3682,"424",1.045e+07
"Bordány",19.9167,46.3167,"3258",3.648e+07
"Borgáta",17.0777,47.162,"159",6.21e+06
"Borjád",18.4667,45.9333,"385",1.559e+07
"Borota",19.2333,46.2667,"1309",8.18e+07
"Borsodbóta",20.3953,48.211,"940",8.13e+06
"Borsodgeszt",20.694,47.9561,"251",1.506e+07
"Borsodivánka",20.6572,47.7012,"736",1.59e+07
"Borsodszentgyörgy",20.2089,48.1896,"1321",2.153e+07
"Borsodszirák",20.7688,48.2606,"1210",1.101e+07
"Borsosberény",19.1167,47.9667,"1040",2.026e+07
"Borszörcsök",17.4051,47.133,"391",1.18e+07
"Borzavár",17.8336,47.2925,"743",1.3e+07
"Bosta",18.2121,45.9493,"147",5.95e+06
"Botykapeterd",17.8674,46.0505,"376",1.742e+07
"Bozsok",16.4904,47.3248,"370",2.091e+07
"Bozzai",16.7646,47.2082,"318",4.43e+06
"Martonfa",18.374,46.116,"192",5.69e+06
"Matty",18.2666,45.7986,"369",1.69e+07
"Mecsér",17.4757,47.796,"621",2.111e+07
"Medgyesbodzás",20.97,46.52,"1239",3.168e+07
"Medina",18.6415,46.4736,"856",2.224e+07
"Meggyeskovácsi",16.8699,47.1644,"755",2.464e+07
"Megyehíd",16.8407,47.2099,"345",6.04e+06
"Megyer",17.1927,47.0618,"23",4.26e+06
"Mencshely",17.7001,46.9465,"260",1.262e+07
"Merenye",17.698,46.0691,"309",1.447e+07
"Mernye",17.8244,46.509,"1265",2.593e+07
"Mersevát",17.206,47.2891,"558",1.054e+07
"Mesterháza",16.8631,47.3736,"166",4.19e+06
"Mesteri",17.0885,47.2256,"279",1.171e+07
"Mesterszállás",20.4311,46.9561,"702",4.292e+07
"Meszes",20.7955,48.4395,"208",1.14e+07
"Meszlen",16.7033,47.3332,"230",1.202e+07
"Mesztegnyö",17.4253,46.4982,"1349",4.471e+07
"Mezöcsokonya",17.6464,46.4317,"1176",3.078e+07
"Mezöfalva",18.7867,46.9378,"4929",8.042e+07
"Mezögyán",21.5333,46.8667,"1058",5.99e+07
"Mezöhék",20.3878,46.9939,"355",8.982e+07
"Mezökomárom",18.2933,46.8268,"1031",2.905e+07
"Mezöladány",22.2167,48.2833,"1138",1.404e+07
"Mezölak",17.3703,47.3313,"1071",2.157e+07
"Mezöpeterd",21.6167,47.1667,"599",1.823e+07
"Mezösas",21.5667,47.1167,"665",2.639e+07
"Mezöszemere",20.5189,47.7461,"1180",2.148e+07
"Mezöszilas",18.4744,46.8177,"2157",6.51e+07
"Mezötárkány",20.4761,47.7211,"1612",4.064e+07
"Mezöörs",17.8823,47.5679,"998",4.848e+07
"Mihályháza",17.3361,47.3087,"834",2.152e+07
"Mihályi",17.0936,47.5212,"1139",1.629e+07
"Mike",17.5302,46.2405,"589",3.241e+07
"Mikebuda",19.6122,47.1568,"741",4.217e+07
"Mikepércs",21.6333,47.45,"3520",3.693e+07
"Miklósi",17.9962,46.6491,"200",1.047e+07
"Mikosszéplak",16.974,47.032,"339",1.866e+07
"Milejszeg",16.7437,46.7927,"417",9.08e+06
"Milota",22.7833,48.1,"909",1.539e+07
"Mindszentgodisa",18.0705,46.229,"1011",2.297e+07
"Mindszentkálla",17.5529,46.875,"327",1.084e+07
"Misefa",16.9865,46.8033,"302",6.51e+06
"Miske",19.0333,46.4333,"1632",4.227e+07
"Miszla",18.4797,46.6306,"332",3.472e+07
"Sajtoskál",16.8542,47.4028,"411",9.41e+06
"Sajópálfala",20.85,48.1667,"728",7e+06
"Sajóvámos",20.85,48.1833,"2176",3.122e+07
"Salföld",17.5492,46.8354,"71",5.18e+06
"Salköveskút",16.695,47.2944,"511",1.32e+07
"Sukoró",18.601,47.2409,"1511",1.627e+07
"Sumony",17.9159,45.9692,"502",2.021e+07
"Szabadbattyán",18.3629,47.118,"4562",3.366e+07
"Szabadegyháza",18.6923,47.0784,"2237",4.164e+07
"Szabadhídvég",18.2802,46.8191,"980",4.41e+07
"Szabadi",18.0344,46.367,"285",8.23e+06
"Szabadkígyós",21.1,46.6167,"2434",4.556e+07
"Szabadszentkirály",18.0455,46.0071,"811",1.269e+07
"Szabolcsbáka",22.15,48.15,"1162",1.984e+07
"Szabolcsveresmart",22.0167,48.3,"1690",2.295e+07
"Szabás",17.4465,46.2881,"601",1.811e+07
"Szada",19.3112,47.6372,"5225",1.669e+07
"Szajk",18.5346,45.9917,"803",1.14e+07
"Szajla",20.1419,47.9619,"548",8.7e+06
"Szajol",20.3031,47.1781,"3722",3.697e+07
"Szakadát",18.471,46.538,"227",1.07e+07
"Szakcs",18.1104,46.5419,"1003",5.579e+07
"Szakmár",19.0667,46.55,"1194",7.464e+07
"Szaknyér",16.5274,46.8642,"66",2.93e+06
"Szakoly",21.9167,47.7667,"2743",4.144e+07
"Szakony",16.7151,47.426,"501",1.35e+07
"Szakonyfalu",16.2306,46.9246,"351",1.119e+07
"Szalapa",17.1477,46.9924,"240",4.52e+06
"Szalaszend",21.1231,48.386,"1118",1.822e+07
"Szalatnak",18.2814,46.2903,"405",1.029e+07
"Szalkszentmárton",19.0167,46.9667,"1064",8.21e+07
"Szalmatercs",19.6357,48.1224,"416",7.58e+06
"Szalonna (village)",20.7404,48.4509,"1057",2.008e+07
"Szamosangyalos",22.6667,47.8667,"460",8.1e+06
"Szamoskér",22.4167,48.0167,"400",9.71e+06
"Szamossályi",22.6167,47.9,"747",1.157e+07
"Szamosújlak",22.6,47.9167,"361",5.27e+06
"Szanda",19.4384,47.9269,"707",2.149e+07
"Szank",19.667,46.554,"2622",7.483e+07
"Szany",17.3011,47.461,"2055",3.414e+07
"Szaporca",18.1044,45.8146,"233",9.65e+06
"Szarvasgede",19.6385,47.8215,"440",9.99e+06
"Szarvaskend",16.6756,46.9894,"239",1.034e+07
"Szarvaskö",20.3308,47.9881,"325",1.259e+07
"Szatmárcseke",22.631,48.0859,"1558",3.631e+07
"Szatta",16.4801,46.7979,"71",6.01e+06
"Szatymaz",20.05,46.35,"4728",5.372e+07
"Szava",18.1762,45.9024,"362",1.264e+07
"Szedres",18.6849,46.4789,"2491",4.63e+07
"Szegerdö",17.276,46.6335,"209",5.46e+06
"Szegilong",21.3979,48.2165,"236",6.94e+06
"Szegvár",20.2333,46.5833,"4385",8.622e+07
"Szeleste",16.8281,47.315,"715",2.075e+07
"Szelevény",20.2011,46.8019,"1086",4.539e+07
"Szemely",18.3272,46.0089,"442",9.47e+06
"Szemenye",16.9066,47.1017,"365",1.18e+07
"Szemere",21.0989,48.4656,"386",2.63e+07
"Szendehely",19.103,47.8559,"1478",1.004e+07
"Szenna",17.7315,46.3071,"760",2.698e+07
"Szenta",17.1722,46.2516,"375",6.447e+07
"Szentantalfa",17.6741,46.9129,"417",6.61e+06
"Szentbalázs",17.8968,46.321,"294",1.214e+07
"Szentborbás",17.6601,45.8749,"97",7.47e+06
"Szentbékkálla",17.5636,46.8874,"237",1.07e+07
"Szentdomonkos",20.1981,48.0711,"406",1.84e+07
"Szente",19.2833,47.9676,"365",7.53e+06
"Szentgyörgyvölgy",16.4087,46.7262,"485",2.958e+07
"Szentgál",17.7341,47.1138,"2847",9.499e+07
"Szentgáloskér",17.8815,46.5049,"495",2.725e+07
"Szentimrefalva",17.2807,47.0738,"241",1.087e+07
"Szentjakabfa",17.6763,46.9338,"117",5.76e+06
"Szentkatalin",18.0527,46.1782,"90",1.331e+07
"Szentkirály",19.9189,46.9178,"1987",1.0183e+08
"Szentkirályszabadja",17.971,47.0572,"2150",2.239e+07
"Szentmártonkáta",19.6931,47.4474,"4998",5.219e+07
"Szentpéterfa",16.4792,47.0944,"984",3.124e+07
"Szentpéterszeg",21.6167,47.2333,"1216",2.551e+07
"Szenyér",17.368,46.4638,"304",2.019e+07
"Szepetnek",16.8979,46.4331,"1777",3.039e+07
"Szerecseny",17.5548,47.4619,"913",1.239e+07
"Szeremle",18.8833,46.15,"1414",3.464e+07
"Szerep",21.15,47.2333,"1596",5.604e+07
"Szergény",17.2686,47.3286,"344",1.561e+07
"Szigetbecse",18.9494,47.1296,"1343",1.712e+07
"Szigetcsép",18.9683,47.2651,"2358",1.82e+07
"Szigetmonostor",19.1167,47.6833,"1713",2.351e+07
"Szigetszentmárton",18.9574,47.2269,"2080",1.073e+07
"Szigetújfalu",18.9231,47.235,"2071",1.083e+07
"Szigliget",17.4383,46.7961,"805",3.426e+07
"Szihalom",20.4831,47.7719,"1899",3.417e+07
"Szil",17.233,47.5014,"1334",3.103e+07
"Szilaspogony",20.0184,48.116,"391",1.44e+07
"Szilsárkány",17.2553,47.5396,"681",1.668e+07
"Szilvásszentmárton",17.7233,46.2694,"201",7.08e+06
"Szilvásvárad",20.3869,48.1039,"1621",3.782e+07
"Szin",20.6605,48.4971,"806",1.809e+07
"Szinpetri",20.6239,48.4852,"245",9.71e+06
"Szirák",19.5319,47.8314,"1226",1.909e+07
"Szokolya",19.0079,47.8673,"1799",5.907e+07
"Szomolya",20.4964,47.8919,"1723",2.269e+07
"Szomor",18.6633,47.593,"1097",1.319e+07
"Szorgalmatos",21.3667,47.9667,"1091",1.038e+07
"Szorosad",18.0241,46.603,"94",6.48e+06
"Szuha",19.9164,47.9718,"736",1.756e+07
"Szuhogy",20.6751,48.384,"1267",1.7e+07
"Szulok",17.5484,46.0527,"656",2.79e+07
"Szurdokpüspöki",19.6958,47.8519,"1906",2.671e+07
"Szákszend",18.1631,47.5571,"1526",3.593e+07
"Szálka",18.6358,46.2747,"597",1.71e+07
"Szántód",17.9449,46.8805,"581",7.91e+06
"Szápár",18.0424,47.3163,"563",7.09e+06
"Szár",18.5161,47.4775,"1678",2.263e+07
"Szárazd",18.4258,46.5747,"250",7.8e+06
"Szárföld",17.1204,47.5945,"865",1.715e+07
"Szárliget",18.4951,47.5174,"2540",1.456e+07
"Szécsénke",19.3358,47.9031,"195",9.78e+06
"Szécsényfelfalu",19.5681,48.1458,"390",8.22e+06
"Székelyszabar",18.6036,46.0466,"652",1.548e+07
"Székkutas",20.5333,46.5,"2071",1.2399e+08
"Szólád",17.85,46.7833,"484",1.998e+07
"Szöc",17.5134,47.0207,"425",7.55e+06
"Szökedencs",17.2493,46.5579,"233",1.869e+07
"Szölösgyörök",17.6747,46.711,"1192",1.863e+07
"Ságvár",18.102,46.8371,"1787",3.844e+07
"Ságújfalu",19.6792,48.1039,"1023",1.203e+07
"Sámsonháza",19.7236,47.9869,"265",1.271e+07
"Sántos",17.88,46.3479,"521",1.138e+07
"Sáp",21.3514,47.2585,"1046",1.922e+07
"Sáregres",18.5938,46.7852,"801",2.616e+07
"Sárfimizdó",16.7167,46.9436,"97",7.46e+06
"Sárisáp",18.681,47.6747,"2960",1.446e+07
"Sárkeresztes",18.3531,47.2516,"1525",2.327e+07
"Sárkeszi",18.285,47.1588,"577",1.479e+07
"Sárosd",18.6489,47.0415,"3462",4.812e+07
"Sárpilis",18.7406,46.25,"690",2.17e+07
"Sárrétudvari",21.2,47.2333,"2963",5.442e+07
"Sárszentlörinc",18.605,46.6239,"941",4.67e+07
"Sárszentmihály",18.3232,47.1555,"2917",3.74e+07
"Sáránd",21.6333,47.4,"2342",2.268e+07
"Sáska",17.4786,46.9359,"294",3.746e+07
"Sávoly",17.2645,46.5933,"486",2.684e+07
"Sé",16.5561,47.2429,"1323",6.03e+06
"Sényö",21.8833,48.0,"1399",1.83e+07
"Sérsekszölös",18.0154,46.7643,"139",6.65e+06
"Sóly",18.0322,47.1294,"415",1.028e+07
"Sóshartyán",19.6822,48.0717,"975",1.214e+07
"Sóskút",18.8285,47.4063,"3228",2.768e+07
"Sótony",16.9489,47.1968,"652",1.493e+07
"Söjtör",16.8536,46.6727,"1549",3.616e+07
"Söpte",16.6511,47.2819,"808",1.398e+07
"Söréd",18.2788,47.3236,"505",6.25e+06
"Súr",18.0288,47.3708,"1327",3.737e+07
"Sükösd",19.0,46.2833,"3455",9.421e+07
"Sümegprága",17.2776,46.9413,"676",5.79e+06
"Tabajd",18.6309,47.4043,"972",2.657e+07
"Tabdi",19.303,46.683,"1196",2.139e+07
"Tagyon",17.6789,46.9037,"88",2.76e+06
"Tahitótfalu",19.0781,47.7523,"5317",3.917e+07
"Taksony",19.0628,47.3317,"6352",2.085e+07
"Takácsi",17.4707,47.3975,"934",1.913e+07
"Taliándörögd",17.5673,46.9805,"721",2.808e+07
"Tanakajd",16.7422,47.1869,"758",1.182e+07
"Tapsony",17.3343,46.4551,"700",3.161e+07
"Tar",19.7413,47.9505,"1980",2.734e+07
"Tarany",17.309,46.1823,"1155",5.468e+07
"Tarcal",21.4167,48.1167,"2824",5.372e+07
"Tarhos",21.2167,46.8167,"773",5.745e+07
"Tarján",18.511,47.6105,"2804",4.307e+07
"Tarjánpuszta",17.7868,47.5072,"393",8.44e+06
"Tarnalelesz",20.1831,48.05,"1785",2.826e+07
"Tarnaméra",20.1581,47.6561,"1659",2.826e+07
"Tarnaszentmiklós",20.3811,47.5269,"876",3.5e+07
"Tarnaszentmária",20.2,47.8833,"219",1.1e+07
"Tarnaörs",20.0561,47.5981,"1822",3.028e+07
"Tass",19.029,47.019,"2997",7.472e+07
"Taszár",17.9058,46.3762,"1903",1.729e+07
"Tataháza",19.3061,46.1742,"1151",2.61e+07
"Tatárszentgyörgy",19.3697,47.0815,"1960",5.506e+07
"Teklafalu",17.7298,45.9493,"354",1.676e+07
"Valkonya",16.8092,46.5004,"68",7.55e+06
"Valkó",19.492,47.5665,"2566",3.759e+07
"Vanyarc",19.4523,47.8212,"1388",3.222e+07
"Vanyola",17.5982,47.3877,"630",1.951e+07
"Varga",18.1426,46.2477,"140",8.36e+06
"Varsád",18.5231,46.5217,"364",2.16e+07
"Varsány",19.4893,48.0397,"1603",2.558e+07
"Varászló",17.216,46.4351,"142",1.276e+07
"Vasalja",16.5176,47.0125,"338",1.124e+07
"Vasasszonyfa",16.6703,47.313,"385",1.065e+07
"Vasegerszeg",16.9166,47.3716,"399",1.272e+07
"Vashosszúfalu",17.0611,47.1115,"379",1.392e+07
"Vaskeresztes",16.4475,47.1936,"351",9.12e+06
"Vaskút",18.9833,46.1167,"3327",7.149e+07
"Vasmegyer",21.8167,48.1167,"1621",2.273e+07
"Vassurány",16.7019,47.2822,"837",1.009e+07
"Vasszentmihály",16.4062,46.9698,"364",6.41e+06
"Vasszilvágy",16.7542,47.2986,"385",1.18e+07
"Vasszécseny",16.7661,47.1828,"1447",1.795e+07
"Vatta",20.738,47.922,"919",2.334e+07
"Vejti",17.9696,45.8104,"199",9.76e+06
"Vekerd",21.4,47.1,"135",7.41e+06
"Velem",16.4917,47.3447,"343",8.61e+06
"Velemér",16.3778,46.7377,"89",9.55e+06
"Vereb",18.618,47.3187,"803",2.232e+07
"Verseg",19.5506,47.7061,"1329",2.958e+07
"Versend",18.5132,45.9962,"980",1.413e+07
"Veszkény",17.0833,47.6,"911",1.035e+07
"Veszprémfajsz",17.896,47.0358,"277",1.174e+07
"Veszprémgalsa",17.2685,47.0934,"301",8.71e+06
"Veszprémvarsány",17.8294,47.4294,"1036",2.119e+07
"Vezseny",20.2167,47.0333,"647",2.517e+07
"Vid",17.3365,47.2136,"114",3.17e+06
"Vigántpetend",17.6288,46.9652,"227",1.119e+07
"Vilonya",18.0638,47.109,"669",1.357e+07
"Vindornyafok",17.1741,46.8569,"131",3.5e+06
"Vinár",17.2821,47.3112,"261",4.6e+06
"Visnye",17.6772,46.1914,"238",2.438e+07
"Viss",21.5046,48.2179,"750",1.39e+07
"Visz",17.7839,46.7282,"207",6.02e+06
"Visznek",20.0269,47.6419,"1113",4.914e+07
"Viszák",16.4917,46.882,"256",1.013e+07
"Vitnyéd",16.9833,47.5833,"1386",3.225e+07
"Vizslás",19.82,48.0489,"1316",1.012e+07
"Vizsoly",21.2151,48.384,"917",1.841e+07
"Vácszentlászló",19.5353,47.5731,"2105",2.987e+07
"Vág",17.2116,47.4473,"493",1.403e+07
"Vál",18.6753,47.3637,"2394",4.048e+07
"Vámosatya",22.4167,48.2,"556",2.429e+07
"Vámosgyörk",19.925,47.685,"2012",2.181e+07
"Vámosszabadi",17.65,47.7667,"5727",2.237e+07
"Váncsod",21.65,47.2,"1223",3.443e+07
"Várad",17.7467,45.9748,"129",7.93e+06
"Váralja",18.4306,46.2686,"876",2.11e+07
"Váraszó",20.1119,47.06,"469",2.705e+07
"Várbalog",17.0667,47.8307,"407",2.27e+07
"Várda",17.7425,46.462,"459",1.036e+07
"Várdomb",18.6869,46.2486,"1177",9.6e+06
"Várgesztes",18.3973,47.4753,"520",1.204e+07
"Várkeszö",17.3154,47.429,"211",6.41e+06
"Várong",18.0464,46.5253,"148",6.6e+06
"Városföld",19.7667,46.8167,"2127",6.287e+07
"Városlöd",17.6503,47.1437,"1466",2.227e+07
"Vászoly",17.7591,46.9417,"196",8.55e+06
"Vásárosbéc",17.7333,46.1833,"181",2.464e+07
"Vásárosfalu",17.1167,47.45,"153",4.2e+06
"Vásárosmiske",17.067,47.2085,"365",1.342e+07
"Vát",16.7773,47.28,"697",2.327e+07
"Végegyháza",20.8667,46.3833,"1390",2.895e+07
"Vékény",18.35,46.2667,"139",9.36e+06
"Vének",17.7667,47.7333,"185",6.89e+06
"Vértesacsa",18.5789,47.3689,"1783",3.619e+07
"Vértesboglár",18.5228,47.4295,"945",2.321e+07
"Vérteskethely",18.0835,47.4872,"597",1.748e+07
"Vértessomló",18.3671,47.5097,"1356",2.23e+07
"Vértesszölös",18.3803,47.6188,"3120",1.712e+07
"Vértestolna",18.4564,47.6284,"528",1.69385e+07
"Vértestolna",18.4564,47.6284,"528",1.695e+07
"Vése",17.2882,46.4119,"751",4.292e+07
"Vízvár",17.239,46.0912,"520",3.224e+07
"Völcsej",16.7665,47.4982,"391",9.32e+06
"Vönöck",17.1583,47.3128,"768",1.76e+07
"Vörs",17.2705,46.6629,"475",2.265e+07
"Vöröstó",17.7231,46.9717,"106",6.19e+06
"Grábóc",18.6058,46.2889,"174",1.373e+07
"Gyalóka",16.6965,47.4429,"73",3.93e+06
"Gyanógeregye",16.7647,47.1233,"171",7.07e+06
"Gyarmat",17.4981,47.4605,"1289",2.245e+07
"Gyenesdiás",17.293,46.7707,"3667",1.85e+07
"Gyepükaján",17.3286,47.0435,"392",9.11e+06
"Gyermely",18.6418,47.5919,"1311",4.545e+07
"Gyugy",17.6835,46.6916,"294",1.531e+07
"Gyulaháza",22.1098,48.1396,"2082",2.209e+07
"Gyulaj",18.2914,46.5075,"1112",7.082e+07
"Gyulakeszi",17.4819,46.8665,"733",9.67e+06
"Gyékényes",17.0006,46.2356,"994",3.376e+07
"Gyóró",17.0253,47.4909,"442",1.165e+07
"Gyömöre",17.5671,47.4979,"1366",2.049e+07
"Gyöngyösfalu",16.5806,47.3183,"1132",9.66e+06
"Gyöngyöshalász",19.9386,47.7419,"2503",2.713e+07
"Gyöngyösmellék",17.7016,46.0005,"296",1.002e+07
"Gyöngyössolymos",19.9331,47.8139,"2833",6.485e+07
"Gyöngyöstarján",19.8667,47.6667,"2372",4.639e+07
"Gyönk",18.5167,46.55,"2051",3.812e+07
"Györgytarló",21.6333,48.2048,"593",3.019e+07
"Györköny",18.6969,46.6361,"938",3.16e+07
"Gyúró",18.7368,47.3683,"1255",2.437e+07
"Gyügye",22.5667,47.9333,"271",4.33e+06
"Gyüre",22.2833,48.1833,"1244",1.598e+07
"Györasszonyfa",17.8067,47.4958,"506",6.48e+06
"Györladamér",17.5622,47.7553,"1288",8.6e+06
"Györszemere",17.5633,47.5517,"3039",3.311e+07
"Györság",17.753,47.5756,"1505",8.2e+06
"Györsövényház",17.3739,47.692,"802",2.421e+07
"Györzámoly",17.578,47.742,"1755",2.638e+07
"Györújbarát",17.6464,47.6079,"7587",3.368e+07
"Györújfalu",17.6084,47.7224,"1211",7.37e+06
"Gáborján",21.6667,47.2333,"863",2.646e+07
"Gádoros",20.6,46.6667,"4095",3.813e+07
